DOI,Abstract,Label,n_chars,word_count,contains_ML,contains_DL,contains_NN,contains_AI,contains_PM,baseline_pred
10.30798/makuiibf.805079,"share of government expenditures in the gdps are increasing virtually everywhere. available data for developed countries indicate that the beginnings of this upward trend date back to the mid-19th century. interestingly, economic growth rates did not increase significantly over time despite the increases in government expenditures. low income countries today spend more than the double of what today’s developed economies were spending on average in 1900. however, this is not helping them to converge to richer economies. why are government expenditures increasing then? this question might have global pertinence but due to the variety of country-specific factors, it can be best studied on a single country level. in this article, the country of focal interest is turkey. five important variables that might affect government expenditures from different angles are evaluated regarding their contributions to the out-of-sample predictions of government expenditures using random forest methodology. military expenditures are estimated as primarily important for determining the government expenditures in turkey in the last fifty years, while tax collections happened to be the second most important factor affecting the ups and downs of government expenditures around a time-varying average line. per capita income, urbanization and inflation also affect government expenditures in various ways.",1,1400,200,0,0,0,0,0,0
10.2139/ssrn.1331984,"purpose – this paper analyzes forecasting problems from the perspective of information extraction. we study circumstances under which the forecast of an economic variable from one domain (country, industry, market segment) should rely on information regarding the same type of variable from another domain even if the two variables are not causally linked. thus, granger causality linking variables from different domains may be the rule and should be exploited for forecasting. design/methodology/approach – the article applies information economics, in particular the study of rational information extraction in order to shed light on the debate on causality and forecasting. findings – it is shown that the rational generalization of information across domains can lead to effects that are hard to square with economic intuition but are nevertheless worth being taken into consideration for forecasting. information from one domain is shown to affect another domain if there is at least one common factor affecting both domains which is not (or not yet) observed when a forecast has to be made. the analysis suggests the theoretical possibility that the direction of such effects across domains can be counter-intuitive. in time-series econometrics such effects will show up in estimated coefficients with the “wrong” sign. practical implications – this study helps forecasters by indicating a wider set of variables relevant for prediction. the analysis offers a theoretical basis for using lagged values from the type of variable to be forecast but from another domain. e.g., when forecasting the bond risk spread in one country we suggest introducing in the time-series model the lagged value of the risk spread from another country. two empirical examples illustrate this principle for specifying models for prediction. while we limit the application to risk spreads and inflation rates the approach suggested here is widely applicable. originality/value – the present study builds on a probability theoretical analysis to inform the specification of time-series forecasting models.",0,2089,314,0,0,0,0,0,0
10.2139/ssrn.2998272,"in the field of economics, recent advances in the areas of machine learning, shrinkage, and variable selection have been spectacularly successful. in one key area of study, advances in both modelling and estimation have enabled empirical practitioners to show the usefulness of latent factors designed to efficiently extract common information from interesting new datasets. at the center of this big data success are di¤usion and mixed frequency indices, which have proven useful time and time again in forecasting contexts. this paper lends further support to recent claims of the usefulness of these sorts of indices, albeit with a twist. we show that the usefulness of said indices is pronounced during low gdp growth periods, while simple autoregressive models are adequate during high growth periods. this finding stems from the introduction of very simple hybrid models that employ dynamic recursive (rolling) thresholding in order to switch between benchmark linear models and more complex index driven models, depending on gdp growth conditions. in the context of predicting both quarterly real gdp growth and cpi inflation, these hybrid models are found to be superior, for all forecast horizons. when comparing the hybrid models against a host of alternatives, mean square forecast error gains reach as high as 35%, during the great recession, and remain significant throughout our entire prediction period. additionally, the very best short-term gdp forecasting models contain variants of the aruoba, diebold and scotti (2009) business conditions index, although these models are most useful when di¤usion indices are also incorporated. thus, mixing mixed frequency and di¤usion indices matters. finally, across all experiments, we find strong new evidence of the usefulness of survey predictions, including those from the survey and professional forecasters, and those from the livingston survey.",1,1909,286,1,0,0,0,0,1
10.1007/s00181-022-02289-3,"in this paper, we analyze the forecasting performance associated with using machine learning, shrinkage, and variable selection methods during a historical period that contains the great recession of 2008. we find that these methods are most useful during “low” gdp growth periods, while simple autoregressive models are adequate during “high growth” periods. this finding stems from the introduction of very simple “hybrid” models that employ dynamic recursive (rolling) thresholding in order to switch between benchmark linear models and more complex index-driven models, depending on gdp growth conditions. in the context of predicting both quarterly real gdp growth and cpi inflation, these hybrid models are found to be superior, for all forecast horizons. when comparing the hybrid models against a host of alternatives, mean square forecast error gains reach as high as 35%, during the great recession, and remain significant throughout our entire prediction period. additionally, the very best short-term gdp forecasting models contain variants of the aruoba et al. (2009) business conditions index, although these models are most useful when diffusion indices are also incorporated. thus, mixing mixed frequency and diffusion indices matters. finally, across all experiments, we find strong new evidence of the usefulness of survey predictions, including those from the survey of professional forecasters, and those from the livingston survey. while we leave the examination of alternative datasets, such as those including other recessionary periods, episodes of war, and epidemics to future research, we hypothesize that the findings in this paper point to the potential usefulness of machine learning, shrinkage, and variable selection methods during recessions, as well as to the usefulness of the hybrid models that we introduce.",1,1843,271,1,0,0,0,0,1
10.1108/fs-06-2017-0017,"purpose                     this paper aims to analyze forecasting problems from the perspective of information extraction. circumstances are studied under which the forecast of an economic variable from one domain (country, industry, market segment) should rely on information regarding the same type of variable from another domain even if the two variables are not causally linked. it is shown that granger causality linking variables from different domains is the rule and should be exploited for forecasting.                                                           design/methodology/approach                     this paper applies information economics, in particular the study of rational information extraction, to shed light on the debate on causality and forecasting.                                                           findings                     it is shown that the rational generalization of information across domains can lead to effects that are hard to square with economic intuition but worth considering for forecasting. information from one domain is shown to affect that from another domain if there is at least one common factor affecting both domains, which is not (or not yet) observed when a forecast has to be made. the analysis suggests the theoretical possibility that the direction of such effects across domains can be counter-intuitive. in time-series econometrics, such effects will show up in estimated coefficients with the “wrong” sign.                                                           practical implications                     this study helps forecasters by indicating a wider set of variables relevant for prediction. the analysis offers a theoretical basis for using lagged values from the type of variable to be forecast but from another domain. for example, when forecasting the bond risk spread in one country, introducing in the time-series model the lagged value of the risk spread from another country is suggested. two empirical examples illustrate this principle for specifying models for prediction. the application to risk spreads and inflation rates illustrates the principles of the approach suggested here which is widely applicable.                                                           originality/value                     the present study builds on a probability theoretic analysis to inform the specification of time-series forecasting models.",0,2424,643,0,0,0,0,0,0
10.1109/icic47613.2019.8985785,"capital markets are complex and dynamic, so they have risks and uncertainties. the main activity in the capital market is investment. there are several instruments for investing, namely gold, land, savings, deposits, bonds and stocks. investors need a variety of information to help determine the right momentum to invest, one of which is the stock price in the future. by making predictions, investors can minimize the risk of loss in investing. the purpose of this study is to compare the multilayer perceptron and long short-term memory algorithm in predicting indonesian composite stock price index in the future based on macroeconomic factors. this study uses dow jones industrial average, shanghai stock exchange, world gold prices, world oil prices, usd to idr exchange rate, inflation, bi rate, and money supply as macroeconomic factors to predict the price of the indonesian composite stock price index. the time series used for the research data is monthly, from january 1991 to december 2018. based on the results of the evaluations that have been conducted, this study found that modeling using the multilayer perceptron algorithm has a better performance than long short-term memory. evaluation using root mean squared error and r-squared each produces a value 86.86% and 3.19% for multilayer perceptron; 74.24% and 3.94% for long short- term memory.",1,1363,213,0,0,0,0,0,0
10.2139/ssrn.3447189,"can the fiscal theory of the price level account for the exit from the zero lower bound (zlb) regime of the u.s.? if so, why has the japanese economy been trapped in the zlb for more than two decades? this study examines the extent to which the fiscal theory can account for the exit in a recurrent regime-switching context. monetary policy in a zlb regime is inherently passive as it is forced to maintain the interest rate at zero. therefore, an active fiscal policy lowering the real-value of government bonds held by the public can generate higher expected inflation, helping the exit. at the heart of this theory is the uniqueness of a non-ricardian stable equilibrium at which agents' beliefs are coordinated. contrary to the fixed regime prediction, the economy switching between the zlb and a ricardian regime with an active monetary/passive fiscal policy mix is shown to be robustly subject to indeterminacy, making the coordination of agents' beliefs hard because both monetary and fiscal policies are overall strongly passive. we then highlight that a lower discount factor and higher productivity growth are the key factors for the fiscal theory to be consistent with the exit of the zlb in a regime-switching setting. in particular, the productivity differential is shown to be critical in explaining the different equilibrium paths experienced by the u.s. and japan.",0,1380,225,0,0,0,0,0,0
10.1080/03796205.1989.12128959,"this paper attempts to measure the value of unrecorded economic activity in south africa. the value of unrecorded activity is inferred from the quantity of notes in circulation. it is observed that the ratio of notes in circulation to official measures of gross domestic product and expenditure has increased significantly in recent years. this development has coincided with greater freedoms for black south africans to migrate to the urban areas of south africa and to engage in economic activity there. differences between the actual demand for notes and predictions of such demands, derived from models of the demand for notes, as estimated by regression analysis for the period 1950 to 1980, are used to infer the volume of unrecorded activity. annual data is applied. the models used to estimate the demand for notes are a mixture of uni-variate time series models, combined with bank debits, interest rates and inflation as other independent variables. the time series models provide very good fits. the addition of the other independent variables add little explanatory power. consideration is also given to the reference of possible changes in the demand for notes by the banking system. both on theoretical and empirical grounds it is shown that much of the increase in the demand for notes unrecorded outside rather than inside the banking system.",0,1358,218,0,0,0,0,0,0
10.1016/j.jeconom.2005.07.026,"this paper outlines testing procedures for assessing the relative out-of-sample predictive accuracy of multiple conditional distribution models. the tests that are discussed are based on either the comparison of entire conditional distributions or the comparison of predictive confidence intervals. we also briefly survey existing related methods in the area of predictive density evaluation, including methods based on the probability integral transform and the kullback–leibler information criterion. the procedures proposed in this paper are similar in many ways to [andrews’, 1997. a conditional kolmogorov test. econometrica 65, 1097–1128.] conditional kolmogorov test and to [white's, 2000. a reality check for data snooping. econometrica 68, 1097–1126.] reality check. in particular, a predictive density test is outlined that involves comparing square (approximation) errors associated with models i,i=1,…,n, by constructing weighted averages over u of e((fi(u|zt,θi†)-f0(u|zt,θ0))2), where f0(·|·) and fi(·|·) are true and model-i distributions, u∈u, and u is a possibly unbounded set on the real line. a conditional confidence interval version of this test is also outlined, and appropriate bootstrap procedures for obtaining critical values when predictions used in the formation of the test statistics are obtained via rolling and recursive estimation schemes are developed. an empirical illustration comparing alternative predictive models for u.s. inflation is given for the predictive confidence interval test.",0,1525,209,0,0,0,0,1,1
10.2139/ssrn.3031796,"we introduce machine learning in the context of central banking and policy analyses. our aim is to give an overview broad enough to allow the reader to place machine learning within the wider range of statistical modelling and computational analyses, and provide an idea of its scope and limitations. we review the underlying technical sources and the nascent literature applying machine learning to economic and policy problems. we present popular modelling approaches, such as artificial neural networks, tree-based models, support vector machines, recommender systems and different clustering techniques. important concepts like the bias-variance trade-off, optimal model complexity, regularisation and cross-validation are discussed to enrich the econometrics toolbox in their own right. we present three case studies relevant to central bank policy, financial regulation and economic modelling more widely. first, we model the detection of alerts on the balance sheets of financial institutions in the context of banking supervision. second, we perform a projection exercise for uk cpi inflation on a medium-term horizon of two years. here, we introduce a simple training-testing framework for time series analyses. third, we investigate the funding patterns of technology start-ups with the aim to detect potentially disruptive innovators in financial technology. machine learning models generally outperform traditional modelling approaches in prediction tasks, while open research questions remain with regard to their causal inference properties.",1,1555,219,1,0,1,0,0,1
10.22198/rys.2000.19.a753,"during the period 1982-1998, the mexican society, economy, and political system were affected by a series of events which generated uncertainty. this uncertainty is evidenced by frequent devaluations, crises in the stock exchange, high levels of inflation, the implementation of adjustment policies, two political assassinations, a radical trade liberalization, the emergence of guerrilla movements, the privatization of state enterprises, and changes that help the entry of foreign investment, to mention but some of the factors in this situation. in a recent period (1995-1998), after the turmoil in 1995, the economy has become more stable. the gnp?s growth rate in 1996 was 4.5%, in 1997 5%, and in 1998 4.5%.according to solvent organizations? predictions, the mexican economy will be on a stable course for the next two or three years, at least until the presidential sucession in 2000. in light of its experience, and despite the seriousness of uncertainty and the political tensions, the country has kept a stability that would have been difficult to maintain in a different context. there are elements in the society, in the economy and in the political system (among which is notable the continuance of corporatism) which have allowed the country to confront this uncertainty and to set up compensations which have had positive effects as measured by the solving of many problems.",0,1390,218,0,0,0,0,0,0
10.2139/ssrn.1105728,"this paper explores the transmission of credit conditions into the real economy. specifically, i examine the forecasting power of the term structure of credit spreads for future gdp growth. i find that the whole term structure of credit spreads has predictive power, while the term structure of treasury yields has none. using a parsimonious macro-finance term structure model that captures the joint dynamics of gdp, inflation, treasury yields and credit spreads, i decompose the spreads and identify the drivers of this transmission effect. i show that there is a pure credit component orthogonal to macroeconomic information that accounts for a large part of the forecasting power of credit spreads. the macro factors themselves also contribute to the predictive power, especially for long maturity spreads. additional factors affecting treasury yields and credit spreads are irrelevant for predicting future economic activity. the credit factor is highly correlated with the index of tighter loan standards, thus lending support to the existence of a transmission channel from borrowing conditions to the economy. using data from 2006-2008, i capture the ongoing crisis, during which credit conditions have heavily tightened and i show that the model provides reasonably accurate out-of-sample predictions for this period. as of year-end 2008, the model predicts a contraction of -2% in real gdp growth for 2009, which is lower than comparable survey forecasts.",0,1465,222,0,0,0,0,0,0
10.2139/ssrn.812088,"our objectives in this paper are twofold. first, we introduce block bootstrap techniques that are (first order) valid in recursive estimation frameworks. thereafter, we present two examples where predictive accuracy tests are made operational using our new bootstrap procedures. in one application, we outline a consistent test for out-of-sample nonlinear granger causality, and in the other we outline a test for selecting amongst multiple alternative forecasting models, all of which are possibly misspecified. more specifically, our examples extend the white (2000) reality check to the case of non-vanishing parameter estimation error, and extend the integrated conditional moment tests of bierens (1982, 1990) and bierens and ploberger (1997) to the case of out-of-sample prediction. in both examples, appropriate re-centering of the bootstrap score is required in order to ensure that the tests have asymptotically correct size, and the need for such re-centering is shown to arise quite naturally when testing hypotheses of predictive accuracy. in a monte carlo investigation, we compare the finite sample properties of our block bootstrap procedures with the parametric bootstrap due to kilian (1999); all within the context of various encompassing and predictive accuracy tests. an empirical illustration is also discussed, in which it is found that unemployment appears to have nonlinear marginal predictive content for inflation.",0,1440,210,0,0,0,0,0,0
10.1017/cbo9781139342674.017,"chapter preview. this chapter deals with the analysis of measurements over time, called time series analysis. examples of time series include inflation and unemployment indices, stock prices, currency cross rates, monthly sales, the quarterly number of claims made to an insurance company, outstanding liabilities of a company over time, internet traffic, temperature and rainfall, and the number of mortgage defaults. time series analysis aims to explain and model the relationship between values of the time series at different points of time. models include arima, structural, and stochastic volatility models and their extensions. the first two classes of models explain the level and expected future level of a time series. the last class seeks to model the change over time in variability or volatility of a time series. time series analysis is critical to prediction and forecasting. this chapter explains and summarizes modern time series modeling as used in insurance, actuarial studies, and related areas such as finance. modeling is illustrated with examples, analyzed with the r statistical package. exploring time series data 17.1.1 time series data a time series is a sequence of measurements y1, y2, …, yn made at consecutive, usually regular, points in time. four time series are plotted in figure 17.1 and explained in detail later. each time series is “continuous,” meaning each yt can attain any value in some interval of the line.",0,1450,227,0,0,0,0,0,0
10.15740/has/irjaes/11.2/299-310,"forecasting is a function in management to assist decision making. it is also described as the process of estimation in unknown future situations. in a more general term it is commonly known as prediction which refers to estimation of time series or longitudinal type data. the main object of this paper is to compare the traditional time series model with machine learning algorithms. to predict the gold prices based on economic factors such as inflation, exchange rate, crude price, bank rate, repo rate, reverse repo rate, gold reserve ration, bombay stock exchange and national stock exchange. two lagged variables are taken for each variable in the analysis. the arimax model is developed to forecast indian gold prices using daily data for the period 2016 to 2020 obtained from world gold council. we fitted the arimax (4,1,1) model to our data which exhibited the least aic values. in the mean while, decision tree, random forest, lasso regression, ridge regression, xgb and ensemble models were also examined to forecast the gold prices based on host of explanatory variables. the forecasting performance of the models were evaluated using mean absolute error, mean absolute percentage error and root mean squared errors. ensemble model out performs than that of the other models for predicting the gold prices based on set of explanatory variables.",1,1358,218,1,0,0,0,0,1
10.1016/j.jpolmod.2003.09.001,"this paper develops a vector error correction (vec) model and uses the recently developed technique of ‘generalized’ impulse response analysis to test the empirical relationships in the colombian economy between coffee revenues and a set of macro variables. we find that coffee price (revenue) shocks have exerted an important influence on money growth, inflation, and real exchange rates, and the direction of these effects are in line with some of the predictions of traditional dutch disease type models. the major difference between our results and the results of dutch disease type models arise in the effects of coffee booms on real output. we find that in the time horizon of 5 years after the boom, real output has increased in response to the effects of the coffee boom. the finding that coffee booms can result in positive long-run output effects is an important finding since it contradicts the traditional conclusion of dutch disease type models which envision an adverse long-run effect on output. we also find that the long-run effect of coffee booms is to reduce both current account and government deficits. these results illustrate strikingly that the term “dutch disease” is an unfortunately pejorative term that obscures the fact that coffee booms need not be viewed as a “disease” but as an extraordinary opportunity to strengthen internal and external balances.",0,1382,221,0,0,0,0,0,0
10.17016/feds.2023.029,"we construct a financial stress index (fsi) for a small open economy, which aims to provide clear and timely signals of financial market strains. this can be used in developing appropriate responses to address these adverse events. to do so, we use the principal component framework and apply it to australian monthly data on interest rates, spreads, exchange rates, house price growth and inflation expectations. decomposing the index into foreign and domestic components, we find that the foreign factors can explain more than half (57.4%) of our australian financial stress index (afsi). to determine the information content of our index, we run a series of granger causality tests on several economic and financial observables. we also estimate whether including the afsi can improve the prediction of the different economic and financial outcomes relative to a specification that uses only its own previous data. we find that including the afsi improves the forecasts for future retail sales growth and bank credit growth. finally, we show that financial stress can have non-linear effects on bank credit growth. in particular, an increase in financial stress affects credit growth more adversely if afsi is high. this result further highlights the importance of an accurate and timely measure of financial stress in an economy for researchers and policy makers.",0,1367,214,0,0,0,0,0,0
10.33480/jitk.v7i2.2880,"predicting a currency exchange rate and performing analysis is an action to try to determine the price valuation of a currency or other financial instrument traded on an exchange platform. bitcoin is a consensus network that enables new payment systems and fully digital money. bitcoin is the first decentralized peer to peer payment network that is fully controlled by its users without any central authority or intermediary. from the user's point of view, bitcoin is like cash in the internet world. bitcoin can also be viewed as the most prominent triple bookkeeping system in existence today. the change in bitcoin's behavior against the us dollar is influenced by many factors. basic or economic factors that may be affected include inflation rates and money supply. in this study, data was collected by obtaining all data through the api provided by binance.com and labeled with the specified attribute. the modeling is done by using the rapidminer application. the process begins by taking training data that has been provided previously. the next stage is the data testing process, all operators that have been previously determined are connected and tested using the linear regression operator. the purpose of testing this data is to predict stock prices from the testing data that has been made by the split data operator, which is 19% of the total data that has been prepared.",1,1387,226,0,0,0,0,0,0
10.1093/oso/9780198866176.003.0009,"wages and wage bargaining institutions are foundational components of comparative capitalism research. supply-side comparative capitalism research has often assumed that wage moderation—facilitated through highly coordinated wage-setting institutions—produces beneficial growth outcomes. this supposition stems from the logic that restrained unit labor cost growth causes firms to increase employment and output. however, through its demand-side perspective, new growth model literature questions the virtues of wage moderation, because the restraint of wages can be detrimental to growth via its suppression of domestic consumption. this chapter empirically tests under what conditions will wage moderation produce economic growth. using a first-difference, distributive lag panel analysis of eighteen oecd countries from 1970 to 2015, its findings largely resonate with predictions within the growth model literature. in the presence of wage restraint, countries with larger export shares and highly coordinated wage-setting institutions realize higher growth and lower unemployment than countries with smaller export shares and uncoordinated wage-setting institutions. in contrast, wage inflation produces better growth outcomes for countries with uncoordinated wage-setting, relative to those with highly coordinated wage-setting institutions. these results suggest that wage restraint is not a winning strategy for all growth models. rather, wage moderation is associated with better growth (and unemployment) outcomes only for countries with export-led growth strategies.",0,1577,205,0,0,0,0,0,0
10.2139/ssrn.1031737,"this paper examines the empirical significance of learning, a type of adaptive, boundedly rational expectations, in the u.s. economy within the framework of the new keynesian model. two popular specifications of the model are estimated: the standard three equation model that does not include capital, and an extended model that allows for endogenous capital accumulation. estimation results for learning models can be sensitive to the choice for the initial conditions for agents expectations, so four different methods for choosing initial conditions are examined, including jointly estimating the initial conditions with the other parameters of the model. maximum likelihood results show that learning under all methods for initial conditions lead to very similar predictions as rational expectations, and do not significantly improve the fit the model. the evolution of forecast errors show that the learning models do not out perform the rational expectations model during the run-up of inflation in the 1970s and the subsequent decline in the 1980s, a period of u.s. history which others have suggested learning may play a role. despite the failure of learning models to better explain the data, analysis of the paths of expectations and structural shocks during the sample show that allowing for learning in the models can lead to different explanations for the data.",0,1374,211,0,0,0,0,0,0
10.2139/ssrn.3014058,"the wisdom of crowds—combining information from a collection of individual judgments—offers a useful technique to quantify an unknown variable. averaging point estimates has proven to be effective in reducing error in the consensus estimate. however, in many managerial problems, the decision maker requires an assessment of the full distribution of uncertainty rather than just a single number. in practice, some managers have used dispersion in point estimates as a cue to uncertainty in the variable of interest, but a characterization of the exact relationship between the two has not yet been established. using a stylized bayesian model of overlapping information spread across a collection of judges, i show that the variance of the variable of interest can be estimated with a multiple of the variance of the individual judgments, and establish an analytical expression for the consensus predictive distribution. i then present a procedure that can be used to learn about this variance inflation factor using past judgments and realizations, and derive the resulting distribution for the new variable of interest. this aggregation method is easy to implement in practice to estimate a predictive distribution from a collection of individual judgments. application of the procedure to forecasts available through the survey of professional forecasters suggests that the resulting predictions are well-calibrated and outperform natural existing alternatives.",0,1464,216,0,0,0,0,0,0
10.2139/ssrn.1910167,"academic research on consumption and portfolio choices over an individual’s life cycle has been flourishing for almost four decades. since the seminal work of merton (1969) and samuelson (1969), economists’ models have supplied many asset allocations that would achieve optimal intertemporal consumption. additional considerations on one’s labor decisions or unforeseen rare events have substantiated these models’ predictions and encouraged their implementation by industry practitioners. however, applications of even fairly complex models have quickly exposed the limitations and shortcomings of simplistic assumptions. for example, most models restrict the investment opportunity set to stocks and a riskless asset. bonds, derivatives and housing are seldom included while other categories are dismissed altogether. although some model specifications could easily allow for more financial alternatives, it is sometimes data availability (or lack thereof) that determines what variables are included. in this respect, treasury inflation-protected securities (tips) are challenging. the u.s. government’s first issue was in 1997, long after tips were introduced in the u.k., canada, israel, turkey and new zealand. naturally, data that span over only 15 years are of little use for the study of an individual’s optimal lifetime behavior: oftentimes, the planning horizon is set at age 90 or 100, with retirement starting at 65. ultimately, the too recent history of tips returns has deterred fund managers from offering them as long-term/retirement assets and, in turn, has curbed their market reach. this project develops a rigorous methodology to estimate the real term structure of tips between 1970 and 1997. the resulting series is then merged with the actual data to produce a continuous series of real interest rates from 1970 until now. a summary description of our techniques and preliminary results is attached. the goodness of the newly obtained rates is tested by computing historical correlations with: moody’s seasoned aaa corporate bond yield, the 30-year conventional mortgage rate, the ofheo’s house pricing index, the dow jones industrial average index and the s&p500 index. we perform the exercise for all maturities (5, 10, 20 and 30 years). the outcome of this analysis is twofold. first, it provides practitioners with a reliable tool to better measure the risk-return tradeoff of portfolio strategies with tips. second, it helps establishing guidelines that policy makers can use to choose qualified default investment alternatives (qdia). both dimensions offer fertile ground to financial experts who have long cheered tips as valuable retirement vehicles.",0,2682,393,0,0,0,0,0,0
10.25115/eea.v40i1.5229,"this study aims to see the anchoring effect on portfolio return volatility in the case of kse-30. business anomalies such as overreaction and under-reaction are affected by a variety of psychological causes. the use of anchors or baseline values known as the anchoring effect causes market under-reaction and overreaction. this research used nearness to 52-week high and nearness to historical high as proxies for under and over-reaction, respectively, to analyze the psychological causes for under and over-reaction. on the kse-30, the findings revealed that proximity to the 52-week peak positively predicts future returns, whereas proximity to the historical high negatively predicts future returns. kse-30 was used for rigorous testing. similarly, the three macroeconomic variables used as control variables are the exchange rate, inflation rate, and interest rate to provide a more robust model of strong prediction capacity. the findings revealed that proximity to the 52-week maximum and proximity to the historical high and other macroeconomic factors had a forecast capacity of around 62 percent. similarly, focused on volatility clusters, the garch (1, 1) model was used to measure the association between potential and past returns. the results show that there is a first order autoregressive function in the garch (1, 1) model. the findings also show that their predictive capacity decreases when the study's individual variables are moved from every day to annual periods.",1,1485,224,0,0,0,0,0,0
10.1002/for.2738,"apart from the percentage change in the price of crude oil, there is a growing tradition of using various nonlinear transformations of the price of crude oil to forecast real gross domestic product growth rates, equity returns, inflation and other macroeconomic variables. this study attempts to quantify the additional potential predictive power afforded by crude oil price volatility relative to widely used crude oil price‐based variables for more than 300 us macroeconomic time series at the monthly and the quarterly sampling frequency. we observe that regressions employing crude oil price realized volatility and crude oil price realized semivolatilities tend to afford a more consistent pattern of out‐of‐sample prediction gains relative to competitors using well‐known crude oil price measures and the autoregressive benchmark at the quarterly and monthly sampling frequency. while it is somewhat harder to find evidence of finite‐sample predictive gains relative to the benchmark, the evidence is stronger with respect to population‐level predictability 1 quarter (1 month) ahead for the model with crude oil price realized semivolatilities across the considered data and models. furthermore, point (density) forecasts employing crude oil price realized volatility tend to be more accurate than corresponding forecasts produced under the crude oil price‐based predictive regressions in a horse race.",0,1409,204,0,0,0,0,0,0
10.2139/ssrn.1899044,"many studies conclude that the main reason americans pay more for health care is that its providers charge higher prices. there is little agreement on why prices are higher. i argue that higher prices are caused by a type of insurance contract unique to america. “service benefit” contracts originated by blue cross/blue shield plans paid no monetary “indemnity” to the people insured. rather payments went directly to providers. initially participating providers accepted the plan benefit as payment in full, and, so long as this remained true, these contracts provided no special incentive for providers to raise their prices. this changed around 1950, when independent insurance companies began to market a new type of policy called “major medical”. these policies were imitated by the blues and, in so doing, they introduced “coinsurance” and “deductibles” provisions into the service benefit plans. in these new service benefit hybrids, providers were free to charge patients more than the plan benefit to be paid directly by the patient. an unintended consequence of this development was the release of an inflationary spiral. a model, based on the theory of two-sided matching, provides quantitative predictions of the increase in provider prices caused by insurance. the model can quantitatively account for the inflationary spiral observed from 1949 to 1959. if service benefit insurance is the major cause of the rise in provider prices, then a reform proposed here could reverse the spiral.",0,1501,234,0,0,0,0,0,0
10.1007/978-1-349-11423-8_8,"this paper discusses economic liberalisation with reference to chilean experience with trade and financial liberalisation. there are several reasons why the chilean case is of interest. first, the chilean economy pursued two distinctly different development strategies. from the 1930s to the early 1970s the economy followed inward-looking strategies and from late 1973 onwards, outward-looking strategies with stabilisation. secondly, the process of liberalisation after 1973 was considered to be a ‘pure monetarist strategy’ as the economy was following free market oriented policies under the guidance of the military government and chicago-trained economists. thirdly, given that trade and financial liberalisation in chile followed the sequence suggested by economic theory, namely trade liberalisation followed by financial reforms, it is of interest to see whether the results were consistent with the predictions of the theory. finally, the performance of the chilean economy both during and after the liberalisation period contained some dramatic changes. the inflation rate reached 500 per cent during 1973 but fell to 10 per cent by 1981. after the liberalisation process changes in interest rates, real exchange rates and the demand for credit remained of great concern. real gdp growth experienced dramatic changes: for many years it averaged 8 per cent but there were decreases of over 12 per cent in two separate years.",0,1434,213,0,0,0,0,0,0
10.54691/bcpbm.v38i.3753,"the price of households had increased greatly as the demands in the market increased. real estate had become the most popular method to resist inflation. thus, more experts and scholars are working on the research in this area, including but not limited to find the future trends of housing prices and the possible bubble of housing prices. this paper will use the basic data regression model in excel, powered by microsoft, to find the factors that lead to the appreciation or depreciation of real estate, and three different methods of dealing with the data will be applied which are standardization, interception, and normal normalization. as a result of complex processes, normalization is the best way to deal with the data that was chosen from kaggle. in the meantime, a linear correlation was done for checking the independency of each variable, and turned out to be successful. according to the analysis, an inverse relationship between the variables house age and distance nearest to the store was found, and the lower the house age is, the higher the price is, higher the house age is, lower the price is. the main aim of this paper is to investigate the relationship of the factors and their impact of them on the price of the house, was achieved and solved mathematically, and therefore, this research paper has found its goals. these results shed light on guiding further exploration of house price estimation.",0,1423,238,0,0,0,0,0,0
10.1109/isssc50941.2020.9358909,"inflation is not a friend particularly when one tries to avoid wasting money for a few major outlays, such as buying a house or financing a comfortable retirement. in the world of finance, stock commerce is one of the essential activities for the growth and prosperity of the nation by giving a good chance to the commerce and the individuals to invest capital. earlier, buying and selling of stocks were solely based on human conscience with luck or guessing and without understanding the background details of the stock. it was more kind of betting or gambling. the main aim of this proposed work is to make people understand the importance of investing in the share market for the opulence of a nation. moreover, this proposed method reduces the risk of losing money in the stock market by hybridizing 2 of the most popular stock market prediction techniques i.e., auto-regressive integrated moving average (arima) and long short term memory (lstm) with conditional weights determined using the logistic regression using artificial intelligence. this aids the decision making process like which stocks to buy/sell at what price at that particular instance. however, no proposed work was found directly indicating the approach that combines these monetary technical indicators with more than one machine learning algorithm. yet, efficient results were observed as compared to some other proposed approaches as we merged more than one method to predict the same stock price.",1,1475,236,1,0,0,1,0,1
